time,obs_0,x_0,x_1,regime
0.0,nan,-0.024962955493126448,-0.09243118177263028,0
0.01,-0.08594497750000726,-0.025887267310852752,-0.09199668985415375,0
0.02,-0.007868297415456107,-0.02680723420939429,-0.09155382380133692,2
0.03,-0.046585435618399625,-0.02772277244740766,-0.09060264381164031,1
0.04,0.04308888030194481,-0.02862879888552406,-0.08964421079954295,1
0.05,-0.14741874708134825,-0.02952524099351949,-0.08867863438908861,1
0.06,-0.031894334636357796,-0.030412027337410375,-0.08820602471037524,2
0.07,-0.12066468990641406,-0.03129408758451413,-0.08722549238758039,1
0.08,-0.16362346464653635,-0.032166342508389935,-0.08623810052696008,1
0.09,-0.02367464210204462,-0.033028723513659534,-0.08524396090082227,1
0.1,-0.06514450551611473,-0.03388116312266776,-0.08424318574388404,1
0.11,-0.08715166913842118,-0.0347235949801066,-0.08323588774116959,1
0.12,-0.23746602226387256,-0.035555953857518294,-0.08222218001588619,1
0.13,0.15800341104722043,-0.036378175657677154,-0.08120217611727923,1
0.14,-0.2782984333152018,-0.03719019741884995,-0.0801759900084679,1
0.15,-0.08872467005122672,-0.03799195731893463,-0.07914373605426246,1
0.16,-0.12330885982933243,-0.03878339467947725,-0.07810552900896459,1
0.17,-0.08818190770053816,-0.039564449969566894,-0.07706148400415189,1
0.18,-0.19222283625200318,-0.04033506480960841,-0.07601171653644792,1
0.19,0.061453615113572516,-0.04109518197497289,-0.07495634245527893,1
0.2,0.20557493212491765,-0.04184474539952568,-0.07389547795061865,1
0.21,-0.2896855336066969,-0.04258370017903187,-0.07282923954072217,1
0.22,0.08782568552136591,-0.04331199257443909,-0.0717577440598504,1
0.23,-0.29037567780533724,-0.04402957001503759,-0.07068110864598631,1
0.24,-0.15307843804238655,-0.044736381101497455,-0.07009945072854397,0
0.25,0.10872351752648203,-0.045437375608782894,-0.0695118880160719,0
0.26,-0.1834188610097451,-0.04613249448894361,-0.06891849048395193,0
0.27,-0.045235297711447006,-0.04682167939378313,-0.0683193285580946,0
0.28,-0.08697125816897594,-0.047504872679364075,-0.06771447310704058,0
0.29,-0.05713178260201654,-0.04818201741043448,-0.06710399543403286,0
0.3,0.15065066204807895,-0.048853057364774806,-0.06648796726906045,0
0.31,0.004733886458362237,-0.04951793703746541,-0.06586646076087459,0
0.32,-0.1453969589037284,-0.050176601645074155,-0.06523954846897818,0
0.33,0.023642993658308638,-0.050828997129763936,-0.06460730335558948,2
0.34,0.054739922416969275,-0.051475070163319835,-0.06396979877758066,2
0.35000000000000003,-0.21938773126835087,-0.05211476815109564,-0.0633271084783923,3
0.36,-0.13964861549342072,-0.05274803923587956,-0.06267930657992457,3
0.37,0.07201174442302885,-0.05337483230167881,-0.06202646757440593,3
0.38,-0.2085892544844567,-0.05399509697742287,-0.06136866631624033,0
0.39,-0.14663393959442297,-0.05460878364058527,-0.060705978013833616,0
0.4,-0.021791039161704343,-0.05521584342072361,-0.0600384782214001,0
0.41000000000000003,0.0015323682519759046,-0.055816228202937614,-0.059366242830750066,0
0.42,-0.09221513055512484,-0.056409890631245116,-0.05868934806305919,0
0.43,-0.2719727965301939,-0.056996784111875705,-0.05800787046062062,0
0.44,-0.2924472040573721,-0.05757686281648191,-0.05732188687858062,0
0.45,0.13396345135655913,-0.05815008168526772,-0.05663147447665864,0
0.46,-0.05801888515495182,-0.058716396430034304,-0.05593671071085264,0
0.47000000000000003,-0.13243322294407742,-0.05927576353714283,-0.05523767332513059,3
0.48,0.07077238139144632,-0.05982814027039414,-0.0545344403431089,3
0.49,-0.1524772507204849,-0.06037348467382523,-0.05382709005971874,3
0.5,-0.11254724359119302,-0.06091175557442242,-0.05311570103286105,3
0.51,0.18518016423963302,-0.06144291258475103,-0.0524003520750511,3
0.52,-0.240912568805562,-0.06196691610550154,-0.05168112224505349,3
0.53,0.06006226732300717,-0.06248372732795208,-0.05095809083950836,3
0.54,-0.023921642600914617,-0.06299330823634716,-0.04973133738454982,1
0.55,0.08706376594747983,-0.06349062161019266,-0.04850194162741725,1
0.56,-0.11824057226951526,-0.06397564102646683,-0.04727003152806049,1
0.5700000000000001,-0.0411905811257537,-0.06444834134174743,-0.0460357350547397,1
0.58,-0.19036757729936035,-0.06490869869229482,-0.044799180171212746,1
0.59,-0.1965229246294345,-0.06535669049400694,-0.043560494823947374,1
0.6,-0.23412239212674574,-0.06579229544224642,-0.04231980692935941,1
0.61,-0.23681435886482038,-0.06621549351154002,-0.04107724436107823,1
0.62,0.0785694342625454,-0.0666262659551508,-0.040332934937240675,2
0.63,-0.12114160315910683,-0.0670295953045232,-0.039586006407814685,2
0.64,-0.11479226867350387,-0.06742545536860134,-0.038836538441953825,2
0.65,-0.19624522350318546,-0.06781382075302088,-0.0380846108113839,2
0.66,-0.1570922651710021,-0.06819466686113472,-0.03733030338223092,3
0.67,0.10149488817311962,-0.06856796989495703,-0.03657369610685511,3
0.68,-0.07964913008934517,-0.06893370685602558,-0.03581486901569183,3
0.6900000000000001,-0.018569803023679117,-0.0692918555461825,-0.035053902209100186,3
0.7000000000000001,-0.05431568597420743,-0.06964239456827351,-0.033790875849220164,1
0.71,0.14595834142124786,-0.0699803033267657,-0.03252687015183899,1
0.72,0.18194020012865536,-0.0703055720282841,-0.03126201337826766,1
0.73,-0.1223151479870703,-0.07061819216206677,-0.02999643363122828,1
0.74,-0.27448466323625825,-0.07091815649837906,-0.029230258842345157,2
0.75,0.08286876383660062,-0.07121045908680251,-0.028462616759676675,2
0.76,-0.3926917904518622,-0.07149508525439928,-0.027693586935289297,2
0.77,-0.10699018790560264,-0.07177202112375217,-0.026923248908874726,2
0.78,0.0482085332558075,-0.07204125361284092,-0.026151682199819455,2
0.79,-0.05869399469369661,-0.07230277043483911,-0.025378966299291407,2
0.8,0.01637134010857466,-0.07255656009783203,-0.024605180662344434,2
0.81,-0.027791936412434652,-0.07280261190445547,-0.023830404700041424,2
0.8200000000000001,-0.14349568850054822,-0.07304091595145588,-0.022554717771596785,1
0.8300000000000001,-0.08128676196443682,-0.07326646312917186,-0.021279199176539032,1
0.84,-0.17985689182562647,-0.07347925512093725,-0.020003976146894236,1
0.85,-0.08272674308869053,-0.0736792948824062,-0.019229175643391074,2
0.86,-0.13915783590957825,-0.07387158663884011,-0.01845392434328023,2
0.87,-0.0908638169714203,-0.07405612588227291,-0.01767830062820527,2
0.88,-0.19319020234681195,-0.07423290888855497,-0.01690238276812613,2
0.89,-0.1586804758298617,-0.07440193271623623,-0.016126248913704327,2
0.9,0.09726733147992651,-0.07456319520537327,-0.015349977088714556,2
0.91,-0.04424021302631966,-0.07471669497626042,-0.014573645182483394,2
0.92,-0.06921918183839318,-0.07486243142808525,-0.013797330942355824,2
0.93,-0.05394021269503774,-0.07500040473750881,-0.01302111196619026,0
0.9400000000000001,0.08723667778925255,-0.07513061585717071,-0.012245065694882791,2
0.9500000000000001,-0.06410567481118032,-0.07525306651411953,-0.01146926940492132,2
0.96,-0.14568891953405566,-0.07536775920816874,-0.010693800200970282,2
0.97,-0.18399097501197303,-0.07547469721017844,-0.009918735008486654,0
0.98,-0.12169347044115844,-0.0755738845602633,-0.009144150566367895,0
0.99,-0.22603661515676254,-0.07566532606592698,-0.008370123419632527,0
1.0,0.05922163407048665,-0.0757490273001233,-0.007596729912133992,0
1.01,-0.24493761982723478,-0.07582499459924463,-0.00682404617930849,0
1.02,-0.32279041617749193,-0.07589323506103772,-0.0060521481409574265,0
1.03,0.006252493833317677,-0.07595375654244729,-0.005281111494065134,0
1.04,-0.22112627578549035,-0.07600656765738795,-0.004511011705652531,0
1.05,-0.17700715637300277,-0.07605167777444448,-0.0037419240056673466,0
1.06,-0.0640079503741485,-0.07608909701450116,-0.0029739233799115673,0
1.07,-0.1426976459616573,-0.07611883624830028,-0.0022070845630067326,0
1.08,-0.19495113623762744,-0.07614090709393034,-0.0009414820313977162,1
1.09,-0.21333791297514712,-0.07615032191424433,0.0003218100036043825,1
1.1,0.006031721032729864,-0.07614710381420828,0.001582669602739617,1
1.11,0.07288791113433662,-0.07613127711818088,0.002840975301676221,1
1.12,-0.17861787604970492,-0.07610286736516411,0.004096606122254677,1
1.1300000000000001,-0.2567067940745768,-0.07606190130394157,0.005349441583661809,1
1.1400000000000001,-0.12314207668346838,-0.07600840688810495,0.006599361713533901,1
1.1500000000000001,-0.10794219792641874,-0.07594241327096961,0.0073462470589878825,0
1.16,-0.1118276352549048,-0.07586895080037973,0.008590978697579603,1
1.17,-0.013719446212662474,-0.07578304101340393,0.00983248624818824,1
1.18,-0.10831900757454443,-0.07568471615092204,0.011070651685825904,1
1.19,-0.08391601014096567,-0.07557400963406379,0.012305357543963473,1
1.2,-0.07786321644597824,-0.07545095605862415,0.013536486925216184,1
1.21,-0.32466234148031076,-0.07531559118937199,0.014763923511951993,1
1.22,-0.13567451622430582,-0.07516795195425247,0.015987551576821808,1
1.23,0.1446968117047225,-0.07500807643848424,0.01720725599321069,1
1.24,-0.1423592552637069,-0.07483600387855213,0.01842292224560911,1
1.25,-0.08097127055807592,-0.07465177465609604,0.019634436439903414,1
1.26,-0.06215872115827821,-0.074455430291697,0.020841685313584567,1
1.27,-0.2175412729603764,-0.07424701343856116,0.02204455624587437,1
1.28,-0.02812777803010188,-0.07402656787610241,0.023242937267768233,1
1.29,-0.4509652836807287,-0.07379413850342473,0.02443671707199372,1
1.3,-0.09752546639667546,-0.0735497713327048,0.02562578502288398,1
1.31,-0.01544922920419576,-0.07329351348247595,0.02681003116616526,1
1.32,-0.35921738882091303,-0.0730254131708143,0.02798934623865769,1
1.33,-0.05199286876135427,-0.07274551970842773,0.029163621677888517,1
1.34,-0.07636150130989293,-0.07245388349164884,0.030332749631617018,1
1.35,-0.01241666638994332,-0.07215055599533267,0.03149662296727027,1
1.36,-0.3064309668540333,-0.07183558976565997,0.032655135281289056,1
1.37,-0.10604383975934316,-0.07150903841284709,0.03380818090838308,1
1.3800000000000001,-0.21470850249100093,-0.07117095660376326,0.03495565493069478,1
1.3900000000000001,-0.13529424238495258,-0.07082140005445631,0.03609745318687103,1
1.4000000000000001,-0.026658055436985545,-0.07046042552258759,0.037233472281041846,1
1.41,-0.028446189142164915,-0.07008809079977717,0.038363609591705636,1
1.42,nan,-0.06970445470386011,0.03948776328052,1
1.43,-0.057112817346930876,-0.06930957707105491,0.04060583230099756,1
1.44,0.2581619747512662,-0.06890351874804493,0.041717716407106115,1
1.45,-0.031602621519540235,-0.06848634158397386,0.04282331616177235,1
1.46,-0.13659148258230133,-0.06805810842235614,0.04342253294528855,3
1.47,-0.4513724452958912,-0.06762388309290325,0.044016268963621534,3
1.48,-0.1589343345478393,-0.06718372040326703,0.044604475256623324,3
1.49,-0.07019589134864634,-0.0667376756507008,0.04518710351014275,0
1.5,-0.08508083402180153,-0.06628580461559937,0.04576410605962947,0
1.51,-0.100895191482996,-0.06582816355500307,0.046335435893666205,0
1.52,-0.04276650636599943,-0.06536480919606641,0.046901046657428905,3
1.53,-0.08343776323338867,-0.06489579872949212,0.04746089265607471,3
1.54,-0.06854257253328071,-0.06442118980293138,0.048014928858057485,3
1.55,-0.0628796595668529,-0.0639410405143508,0.04856311089837068,0
1.56,-0.17225873741319622,-0.06345540940536709,0.04910539508171745,0
1.57,-0.13749945467452296,-0.06296435545454991,0.04964173838560768,0
1.58,-0.013104496711842675,-0.06246793807069383,0.05017209846338196,0
1.59,0.015483047464007256,-0.06196621708606001,0.050696433647162135,0
1.6,-0.003152989730904693,-0.06145925274958839,0.051214702950728413,0
1.61,-0.04463775982839428,-0.06094710572008111,0.05172686607232284,0
1.62,-0.22795622368202412,-0.06042983705935788,0.052232883397379005,0
1.6300000000000001,-0.14506212229549847,-0.05990750822538409,0.05273271600117783,0
1.6400000000000001,-0.09819382399879072,-0.059380181065372316,0.05322632565142931,0
1.6500000000000001,-0.2709206589315285,-0.05884791780885802,0.053713674810780175,0
1.6600000000000001,0.049617185182807125,-0.05831078106075022,0.054194726639247195,3
1.67,-0.05441646846514722,-0.05776883379435775,0.0546694449965762,3
1.68,-0.12215807229925403,-0.05722213934439199,0.05513779444452663,3
1.69,0.14070155770880205,-0.05667076139994673,0.05559974024908149,3
1.7,-0.2065439867802815,-0.056114763997455915,0.0560552483825828,3
1.71,0.061258354687039794,-0.05555421151363009,0.057004285525792196,1
1.72,0.051702279482490815,-0.05498416865837217,0.05794581906987691,1
1.73,0.21969619443905972,-0.0544047104676734,0.05887976911832088,1
1.74,-0.18874364902697136,-0.05381591277649019,0.05980605668476097,1
1.75,-0.2880292035440442,-0.053217852209642584,0.06072460369915635,1
1.76,-0.22365991021429765,-0.05261060617265102,0.06163533301385447,1
1.77,0.16953151195611976,-0.05199425284251248,0.06253816840955327,1
1.78,0.06978218335384617,-0.05136887115841695,0.06343303460115929,1
1.79,0.02787931482269739,-0.05073454081240536,0.06431985724354114,1
1.8,0.2713746759231632,-0.05009134223996995,0.06519856293717811,1
1.81,-0.12289289098721051,-0.04943935661059817,0.06606907923370346,1
1.82,-0.31361962552078854,-0.04877866581826114,0.06693133464134203,1
1.83,0.20766526036523092,-0.048109352471847715,0.06778525863024196,1
1.84,0.06094902855985216,-0.04743149988554529,0.06863078163769995,1
1.85,0.03187722102418479,-0.046745192069168294,0.06946783507328,1
1.86,0.07318248770636843,-0.04605051371843549,0.07029635132382513,1
1.87,-0.09406954714378221,-0.04534755020519724,0.07111626375836183,1
1.8800000000000001,0.049470780477375596,-0.04463638756761362,0.07192750673289708,1
1.8900000000000001,0.2182024716639568,-0.04391711250028465,0.07273001559510742,1
1.9000000000000001,-0.09303118599286322,-0.04318981234433358,0.07352372668892004,1
1.9100000000000001,0.23436873785199883,-0.04245457507744438,0.07430857735898554,1
1.92,-0.07936795008522776,-0.04171148930385452,0.07508450595504201,1
1.93,-0.04802317682052668,-0.0409606442443041,0.07585145183617048,1
1.94,-0.04472350608904313,-0.0402021297259424,0.07660935537494118,1
1.95,0.02558762811429014,-0.03943603617219299,0.07735815796145072,1
1.96,-0.1827897991537141,-0.038662454592578485,0.07809780200724975,1
1.97,-0.20018985614440493,-0.037881476572505984,0.07882823094916104,1
1.98,-0.13372185746750742,-0.03709319426301438,0.07904938925298778,3
1.99,0.021097725335202357,-0.0363027003704845,0.07926222241711195,3
2.0,-0.1685303243908625,-0.03551007814631338,0.07996672497598258,1
